WN,1122,ATL,MCO,840,1010
DL,2018,ATL,MCO,855,1023
DL,2069,ATL,MCO,955,1125
WN,2793,ATL,MCO,955,1130
DL,2169,ATL,MCO,1055,1225
DL,2269,ATL,MCO,1155,1319
DL,2369,ATL,MCO,1255,1423
WN,3150,ATL,MCO,1350,1520
DL,1058,ATL,MCO,1400,1530
DL,897,ATL,MCO,1455,1625
DL,2586,ATL,MCO,1555,1724
NK,219,ATL,MCO,1600,1722
F9,1148,ATL,MCO,1605,1725
DL,2830,ATL,MCO,1655,1825
WN,990,ATL,MCO,1730,1855
DL,1110,ATL,MCO,1805,1936
DL,1669,ATL,MCO,1855,2028
WN,403,ATL,MCO,1855,2025
WN,983,ATL,MCO,2035,2205
DL,1469,ATL,MCO,2045,2215
WN,2935,ATL,MCO,2155,2325
DL,2098,ATL,MCO,2200,2329
DL,1769,ATL,MCO,2305,30
DL,1235,ATL,MDT,946,1135
DL,1238,ATL,MDT,1525,1718
DL,2479,ATL,MDT,2103,2259
WN,314,ATL,MDW,645,740
WN,140,ATL,MDW,740,835
DL,2120,ATL,MDW,858,955
DL,1648,ATL,MDW,1053,1150
WN,1570,ATL,MDW,1135,1230
DL,2573,ATL,MDW,1216,1314
WN,280,ATL,MDW,1300,1355
DL,1116,ATL,MDW,1356,1453
WN,284,ATL,MDW,1525,1625
DL,762,ATL,MDW,1625,1722
WN,1549,ATL,MDW,1715,1810
DL,1688,ATL,MDW,1737,1838
DL,2346,ATL,MDW,1910,2014
WN,279,ATL,MDW,1925,2030
DL,2470,ATL,MDW,2042,2143
DL,2441,ATL,MEM,810,835
DL,1771,ATL,MEM,940,1000
DL,2180,ATL,MEM,1101,1124
DL,2451,ATL,MEM,1340,1406
DL,1281,ATL,MEM,1455,1518
DL,1778,ATL,MEM,1620,1645
DL,1788,ATL,MEM,1742,1806
DL,2461,ATL,MEM,1905,1930
DL,1422,ATL,MEM,2045,2112
DL,1762,ATL,MEM,2155,2222
EV,4898,ATL,MGM,836,835
EV,4934,ATL,MGM,1005,1004
OO,4450,ATL,MGM,1211,1207
EV,5102,ATL,MGM,1401,1356
EV,5183,ATL,MGM,1612,1605
EV,5123,ATL,MGM,1836,1830
EV,5308,ATL,MGM,2046,2037
EV,5373,ATL,MGM,2306,2300
DL,1398,ATL,MHT,2054,2329
AA,1127,ATL,MIA,645,837
DL,566,ATL,MIA,738,929
AA,139,ATL,MIA,810,1016
F9,1444,ATL,MIA,840,1030
DL,873,ATL,MIA,859,1048
DL,1865,ATL,MIA,1002,1156
DL,2173,ATL,MIA,1112,1309
DL,2373,ATL,MIA,1228,1422
DL,1951,ATL,MIA,1340,1538
DL,1860,ATL,MIA,1458,1655
DL,2160,ATL,MIA,1610,1806
DL,1873,ATL,MIA,1736,1932
DL,2287,ATL,MIA,1910,2107
DL,1365,ATL,MIA,2050,2246
DL,1949,ATL,MIA,2300,49
